nurse_id,unit_id,shift_start,shift_end,clock_out_actual,note_filed_time,pto_days_taken,consecutive_shifts,break_taken
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:45:00,2025-01-04T13:07:18.591606,3,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T19:42:00,2025-01-05T14:10:54.513386,5,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T19:39:00,2025-01-06T13:09:55.311890,5,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T19:34:00,2025-01-08T19:51:06.265321,2,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-09T07:00:00,2025-01-09T19:30:00,,2025-01-09T12:15:38.415209,4,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:37:00,2025-01-10T12:31:17.486817,2,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:36:00,2025-01-11T15:08:58.101662,5,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:32:00,2025-01-12T14:57:33.249472,2,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-13T07:00:00,2025-01-13T19:30:00,,2025-01-13T13:44:07.196498,2,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-14T07:00:00,2025-01-14T19:30:00,2025-01-14T19:45:00,2025-01-14T20:08:34.508956,4,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:37:00,2025-01-15T11:34:30.032759,2,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:32:00,2025-01-16T20:28:30.778104,3,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-17T07:00:00,2025-01-17T19:30:00,,2025-01-17T19:51:28.142686,3,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T19:36:00,2025-01-18T19:45:06.061374,2,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:34:00,2025-01-19T12:02:14.349281,5,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:45:00,2025-01-20T11:43:51.395475,2,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:38:00,2025-01-21T13:24:38.904552,4,1,false
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:45:00,2025-01-22T14:15:06.586762,5,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T19:42:00,2025-01-23T20:39:43.063832,4,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-24T07:00:00,2025-01-24T19:30:00,,2025-01-24T12:51:44.111326,5,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T19:35:00,2025-01-25T14:05:17.046005,4,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:42:00,2025-01-26T14:26:44.774488,5,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T19:40:00,2025-01-27T20:10:20.142568,3,1,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T19:43:00,2025-01-28T12:53:26.071598,5,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:33:00,2025-01-29T12:43:21.594628,3,2,true
01d46704-b65f-4317-87c7-c004c3f885b9,NICU,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:41:00,2025-01-30T20:23:42.669999,4,1,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:40:00,2025-01-01T12:25:18.424699,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T20:04:00,2025-01-02T15:07:43.166061,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T20:10:00,2025-01-03T13:53:44.894663,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:44:00,2025-01-04T14:15:30.974178,1,2,false
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T19:59:00,2025-01-05T13:18:55.149640,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T19:59:00,2025-01-06T21:05:25.243644,1,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T19:49:00,2025-01-08T14:12:00.835303,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T20:05:00,2025-01-09T14:22:23.488699,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:41:00,2025-01-10T12:37:58.913144,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T20:10:00,2025-01-11T14:34:17.288495,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:48:00,2025-01-12T12:06:40.958774,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T20:04:00,2025-01-13T22:08:03.851684,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:53:00,2025-01-15T13:09:09.493084,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:48:00,2025-01-16T12:51:10.765020,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:56:00,2025-01-17T15:10:38.487756,1,3,false
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T20:08:00,2025-01-18T11:29:16.912288,1,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:42:00,2025-01-19T21:20:13.383561,1,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T20:09:00,2025-01-20T12:33:29.725047,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:44:00,2025-01-21T21:34:31.364472,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:53:00,2025-01-22T21:30:35.326313,1,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T19:58:00,2025-01-23T13:46:27.610806,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T19:52:00,2025-01-24T21:40:58.860931,1,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T20:04:00,2025-01-25T14:25:58.764745,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:55:00,2025-01-26T13:18:40.409421,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T20:09:00,2025-01-27T12:42:36.328025,1,3,false
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T20:02:00,2025-01-28T15:03:59.117034,2,2,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:41:00,2025-01-29T12:50:09.189196,2,3,true
62bd639e-1570-40fe-badf-5ebb717fd7e7,PEDS,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T20:04:00,2025-01-30T21:57:02.238275,2,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-01T07:00:00,2025-01-01T19:30:00,,2025-01-01T14:20:12.280424,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-02T07:00:00,2025-01-02T19:30:00,,2025-01-02T12:35:43.513598,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:33:00,2025-01-03T12:05:54.848958,5,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:36:00,2025-01-04T12:36:30.552056,5,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T19:40:00,2025-01-05T19:39:35.927644,4,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T19:37:00,2025-01-06T15:16:52.880155,2,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T19:34:00,2025-01-07T20:39:49.001290,4,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-08T07:00:00,2025-01-08T19:30:00,,2025-01-08T12:29:32.330012,5,1,false
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T19:34:00,2025-01-09T12:59:48.348441,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:33:00,2025-01-10T20:44:44.552146,5,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:35:00,2025-01-11T20:42:22.855708,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:37:00,2025-01-12T13:32:08.918799,5,2,false
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T19:33:00,2025-01-13T15:06:21.635559,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-15T07:00:00,2025-01-15T19:30:00,,2025-01-15T19:57:23.568756,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:39:00,2025-01-16T14:59:05.180399,3,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:38:00,2025-01-17T12:19:40.021991,4,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-18T07:00:00,2025-01-18T19:30:00,,2025-01-18T20:58:17.009679,4,1,false
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-19T07:00:00,2025-01-19T19:30:00,,2025-01-19T11:55:07.547348,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:35:00,2025-01-20T12:02:43.066133,3,2,false
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:32:00,2025-01-21T15:31:00.393183,2,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-22T07:00:00,2025-01-22T19:30:00,,2025-01-22T19:39:53.602279,4,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T19:35:00,2025-01-23T13:43:17.941902,5,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T19:36:00,2025-01-24T20:16:11.484971,3,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T19:41:00,2025-01-25T12:10:54.650347,5,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:39:00,2025-01-26T19:36:36.849865,3,1,false
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T19:45:00,2025-01-27T12:07:48.169848,4,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-28T07:00:00,2025-01-28T19:30:00,,2025-01-28T13:31:18.915425,3,2,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:38:00,2025-01-29T20:35:39.907541,4,1,true
cb44adfa-a596-4095-ad2e-a38fdde33782,PACU,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:40:00,2025-01-30T11:34:13.662531,2,1,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:58:00,2025-01-01T15:12:52.270111,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T20:07:00,2025-01-02T12:33:03.438802,2,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:55:00,2025-01-03T21:20:10.922293,2,2,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:47:00,2025-01-04T13:47:25.985105,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T19:45:00,2025-01-05T13:40:55.023765,2,2,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T19:42:00,2025-01-06T11:56:46.693572,1,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T20:03:00,2025-01-07T11:16:56.579891,1,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T20:01:00,2025-01-08T12:29:50.489119,2,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T19:49:00,2025-01-09T13:23:50.279380,2,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:46:00,2025-01-10T21:27:07.664555,2,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:55:00,2025-01-11T14:17:29.282687,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:52:00,2025-01-12T13:54:10.931915,2,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T19:52:00,2025-01-13T14:51:19.039022,2,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-14T07:00:00,2025-01-14T19:30:00,2025-01-14T19:54:00,2025-01-14T13:30:45.060619,1,2,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T20:03:00,2025-01-15T21:30:33.371718,1,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:56:00,2025-01-16T21:17:27.080014,1,2,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:46:00,2025-01-17T13:46:35.285160,1,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T19:58:00,2025-01-18T11:40:13.786580,2,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:55:00,2025-01-19T21:39:47.923545,1,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:54:00,2025-01-20T15:04:16.224549,2,2,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:59:00,2025-01-21T13:56:26.459347,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:56:00,2025-01-22T21:13:34.649814,2,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T20:00:00,2025-01-23T13:25:20.130619,2,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T19:49:00,2025-01-24T11:21:49.130702,1,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T19:57:00,2025-01-25T11:55:56.568680,1,2,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:49:00,2025-01-26T15:01:59.932193,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T19:44:00,2025-01-27T22:00:18.628560,2,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T19:49:00,2025-01-28T11:55:11.210490,2,3,false
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:43:00,2025-01-29T14:06:19.653103,1,3,true
987e59d5-e1bb-4893-8e29-d4590a0f4763,OR,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:52:00,2025-01-30T21:13:52.964911,1,3,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:36:00,2025-01-01T12:11:09.642398,4,2,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T19:34:00,2025-01-02T15:25:15.933027,3,1,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:34:00,2025-01-03T11:49:12.938898,3,2,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-04T07:00:00,2025-01-04T19:30:00,,2025-01-04T11:34:55.359916,2,1,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-05T07:00:00,2025-01-05T19:30:00,,2025-01-05T15:12:00.526884,5,2,false
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T19:36:00,2025-01-06T12:30:58.742497,4,1,true
26999dab-0eed-4fd9-b663-5ae3946b835f,PACU,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T19:40:00,2025-01-08T13:57:42.781134,2,1,true
